answer_type_name,choices,question,correct_answer,lang,source,choices_processed,topic,test_item_id
Multiple Choice,"[{'Antwort': 'Eine spontane Entscheidung, Werbung zu schalten.', 'ist richtig': False}, {'Antwort': 'Ein kurzfristiger Plan zur Umsatzsteigerung.', 'ist richtig': False}, {'Antwort': 'Ein langfristiger Plan, der entwickelt wurde, um die Marketingziele eines Unternehmens zu erreichen.', 'ist richtig': True}, {'Antwort': 'Die Preise für Produkte und Dienstleistungen zu senken.', 'ist richtig': False}]",Was ist eine Marketingstrategie?,"Die richtige Antwort ist: Ein langfristiger Plan, der entwickelt wurde, um die Marketingziele eines Unternehmens zu erreichen.",GERMAN,ChatGPT3.5,"Eine spontane Entscheidung, Werbung zu schalten. Ein kurzfristiger Plan zur Umsatzsteigerung. Ein langfristiger Plan, der entwickelt wurde, um die Marketingziele eines Unternehmens zu erreichen. Die Preise für Produkte und Dienstleistungen zu senken.","kommunikation, verhandlung und etikette am arbeitsplatz",4993
Multiple Choice,"[{'Antwort': 'Das Logo einer Marke.', 'ist richtig': False}, {'Antwort': 'Die Wahrnehmung und Vorstellung, die Verbraucher von einer Marke haben.', 'ist richtig': True}, {'Antwort': 'Der Name eines Produkts.', 'ist richtig': False}, {'Antwort': 'Die Anzahl der verkauften Produkte.', 'ist richtig': False}]",Was versteht man unter dem Begriff 'Markenimage'?,"Die richtige Antwort ist: Die Wahrnehmung und Vorstellung, die Verbraucher von einer Marke haben.",GERMAN,ChatGPT3.5,"Das Logo einer Marke. Die Wahrnehmung und Vorstellung, die Verbraucher von einer Marke haben. Der Name eines Produkts. Die Anzahl der verkauften Produkte.","kommunikation, verhandlung und etikette am arbeitsplatz",4994
Multiple Choice,"[{'Antwort': 'Eine Liste von Marketingzielen.', 'ist richtig': False}, {'Antwort': 'Die Kombination von Produkt, Preis, Vertrieb und Werbung, die von einem Unternehmen verwendet wird, um sein Produkt oder seine Dienstleistung zu vermarkten.', 'ist richtig': True}, {'Antwort': 'Eine Werbekampagne.', 'ist richtig': False}, {'Antwort': 'Die Auswahl von Verkaufskanälen.', 'ist richtig': False}]",Was ist ein Marketingmix?,"Die richtige Antwort ist: Die Kombination von Produkt, Preis, Vertrieb und Werbung, die von einem Unternehmen verwendet wird, um sein Produkt oder seine Dienstleistung zu vermarkten.",GERMAN,ChatGPT3.5,"Eine Liste von Marketingzielen. Die Kombination von Produkt, Preis, Vertrieb und Werbung, die von einem Unternehmen verwendet wird, um sein Produkt oder seine Dienstleistung zu vermarkten. Eine Werbekampagne. Die Auswahl von Verkaufskanälen.","kommunikation, verhandlung und etikette am arbeitsplatz",4995
Multiple Choice,"[{'Antwort': 'Die Vermarktung von militärischer Ausrüstung.', 'ist richtig': False}, {'Antwort': 'Eine aggressive Werbekampagne.', 'ist richtig': False}, {'Antwort': 'Eine kreative und unkonventionelle Marketingstrategie, die darauf abzielt, die Aufmerksamkeit der Verbraucher auf sich zu ziehen, oft mit begrenzten Ressourcen.', 'ist richtig': True}, {'Antwort': 'Die Vermarktung von Guerilla-Kunst.', 'ist richtig': False}]",Was ist Guerilla-Marketing?,"Die richtige Antwort ist: Eine kreative und unkonventionelle Marketingstrategie, die darauf abzielt, die Aufmerksamkeit der Verbraucher auf sich zu ziehen, oft mit begrenzten Ressourcen.",GERMAN,ChatGPT3.5,"Die Vermarktung von militärischer Ausrüstung. Eine aggressive Werbekampagne. Eine kreative und unkonventionelle Marketingstrategie, die darauf abzielt, die Aufmerksamkeit der Verbraucher auf sich zu ziehen, oft mit begrenzten Ressourcen. Die Vermarktung von Guerilla-Kunst.","kommunikation, verhandlung und etikette am arbeitsplatz",4996
Multiple Choice,"[{'Antwort': 'Die Vermarktung von Marken durch Prominente.', 'ist richtig': False}, {'Antwort': 'Eine Strategie zur Erhöhung der Verkaufspreise.', 'ist richtig': False}, {'Antwort': 'Eine Marketingstrategie, bei der Personen mit Einfluss in sozialen Medien dazu verwendet werden, Produkte oder Dienstleistungen zu bewerben und deren Zielgruppe zu beeinflussen.', 'ist richtig': True}, {'Antwort': 'Eine Strategie zur Einführung neuer Produkte.', 'ist richtig': False}]",Was ist Influencer-Marketing?,"Die richtige Antwort ist: Eine Marketingstrategie, bei der Personen mit Einfluss in sozialen Medien dazu verwendet werden, Produkte oder Dienstleistungen zu bewerben und deren Zielgruppe zu beeinflussen.",GERMAN,ChatGPT3.5,"Die Vermarktung von Marken durch Prominente. Eine Strategie zur Erhöhung der Verkaufspreise. Eine Marketingstrategie, bei der Personen mit Einfluss in sozialen Medien dazu verwendet werden, Produkte oder Dienstleistungen zu bewerben und deren Zielgruppe zu beeinflussen. Eine Strategie zur Einführung neuer Produkte.","kommunikation, verhandlung und etikette am arbeitsplatz",4997
Multiple Choice,"[{'Antwort': 'Die Verwendung von Viren in der Werbung.', 'ist richtig': False}, {'Antwort': 'Eine Strategie zur Senkung der Vertriebskosten.', 'ist richtig': False}, {'Antwort': 'Eine Marketingstrategie, bei der bestehende Kunden oder Benutzer dazu angeregt werden, Inhalte über ein Produkt oder eine Dienstleistung freiwillig zu verbreiten, oft über soziale Medien.', 'ist richtig': True}, {'Antwort': 'Eine Strategie zur Verhinderung von Wettbewerbsaktivitäten.', 'ist richtig': False}]",Was ist virales Marketing?,"Die richtige Antwort ist: Eine Marketingstrategie, bei der bestehende Kunden oder Benutzer dazu angeregt werden, Inhalte über ein Produkt oder eine Dienstleistung freiwillig zu verbreiten, oft über soziale Medien.",GERMAN,ChatGPT3.5,"Die Verwendung von Viren in der Werbung. Eine Strategie zur Senkung der Vertriebskosten. Eine Marketingstrategie, bei der bestehende Kunden oder Benutzer dazu angeregt werden, Inhalte über ein Produkt oder eine Dienstleistung freiwillig zu verbreiten, oft über soziale Medien. Eine Strategie zur Verhinderung von Wettbewerbsaktivitäten.","kommunikation, verhandlung und etikette am arbeitsplatz",4998
Multiple Choice,"[{'Antwort': 'Die Vermarktung von Suchmaschinen.', 'ist richtig': False}, {'Antwort': 'Die Entwicklung von Suchalgorithmen.', 'ist richtig': False}, {'Antwort': 'Eine Online-Marketingstrategie, bei der Anzeigen geschaltet werden, um die Sichtbarkeit einer Website in Suchmaschinenergebnissen zu erhöhen.', 'ist richtig': True}, {'Antwort': 'Die Suchmaschinenoptimierung (SEO).', 'ist richtig': False}]",Was ist Suchmaschinenmarketing (SEM)?,"Die richtige Antwort ist: Eine Online-Marketingstrategie, bei der Anzeigen geschaltet werden, um die Sichtbarkeit einer Website in Suchmaschinenergebnissen zu erhöhen.",GERMAN,ChatGPT3.5,"Die Vermarktung von Suchmaschinen. Die Entwicklung von Suchalgorithmen. Eine Online-Marketingstrategie, bei der Anzeigen geschaltet werden, um die Sichtbarkeit einer Website in Suchmaschinenergebnissen zu erhöhen. Die Suchmaschinenoptimierung (SEO).","kommunikation, verhandlung und etikette am arbeitsplatz",4999
Multiple Choice,"[{'Antwort': 'Input and Output Technology', 'ist richtig': False}, {'Antwort': 'Internet of Things', 'ist richtig': True}, {'Antwort': 'Integrated Online Tools', 'ist richtig': False}, {'Antwort': 'Innovative Operating Techniques', 'ist richtig': False}]",Was versteht man unter dem Begriff 'IoT'?,Internet of Things,GERMAN,ChatGPT3.5,Input and Output Technology Internet of Things Integrated Online Tools Innovative Operating Techniques,einsatz von technologie,5000
Multiple Choice,"[{'Antwort': 'Java', 'ist richtig': False}, {'Antwort': 'C++', 'ist richtig': False}, {'Antwort': 'R', 'ist richtig': False}, {'Antwort': 'Python', 'ist richtig': True}]",Welche Programmiersprache wird häufig für maschinelles Lernen verwendet?,Python,GERMAN,ChatGPT3.5,Java C++ R Python,einsatz von technologie,5001
Multiple Choice,"[{'Antwort': 'Ein Hackerangriff auf ein einzelnes Benutzerkonto', 'ist richtig': False}, {'Antwort': 'Eine Technik zur Datenverschlüsselung', 'ist richtig': False}, {'Antwort': 'Ein Angriff, bei dem viele Computer gleichzeitig ein Ziel überfluten, um es offline zu nehmen', 'ist richtig': True}, {'Antwort': 'Eine Methode zur Datenkompression', 'ist richtig': False}]",Was ist ein DDoS-Angriff?,"Ein Angriff, bei dem viele Computer gleichzeitig ein Ziel überfluten, um es offline zu nehmen",GERMAN,ChatGPT3.5,"Ein Hackerangriff auf ein einzelnes Benutzerkonto Eine Technik zur Datenverschlüsselung Ein Angriff, bei dem viele Computer gleichzeitig ein Ziel überfluten, um es offline zu nehmen Eine Methode zur Datenkompression",einsatz von technologie,5002
Multiple Choice,"[{'Antwort': 'KI ist ein übergeordneter Begriff, während maschinelles Lernen eine Teilmenge davon ist.', 'ist richtig': True}, {'Antwort': 'KI ist auf Computerhardware spezialisiert, während maschinelles Lernen auf Software spezialisiert ist.', 'ist richtig': False}, {'Antwort': 'KI und maschinelles Lernen sind synonyme Begriffe.', 'ist richtig': False}, {'Antwort': 'KI ist auf den Gesundheitssektor beschränkt, während maschinelles Lernen in anderen Branchen verwendet wird.', 'ist richtig': False}]",Was ist der Unterschied zwischen KI und maschinellem Lernen?,"KI ist ein übergeordneter Begriff, während maschinelles Lernen eine Teilmenge davon ist.",GERMAN,ChatGPT3.5,"KI ist ein übergeordneter Begriff, während maschinelles Lernen eine Teilmenge davon ist. KI ist auf Computerhardware spezialisiert, während maschinelles Lernen auf Software spezialisiert ist. KI und maschinelles Lernen sind synonyme Begriffe. KI ist auf den Gesundheitssektor beschränkt, während maschinelles Lernen in anderen Branchen verwendet wird.",einsatz von technologie,5003
Multiple Choice,"[{'Antwort': 'Apple', 'ist richtig': False}, {'Antwort': 'Microsoft', 'ist richtig': False}, {'Antwort': 'Samsung', 'ist richtig': False}, {'Antwort': 'Google', 'ist richtig': True}]",Welches Unternehmen entwickelte das Betriebssystem 'Android'?,Google,GERMAN,ChatGPT3.5,Apple Microsoft Samsung Google,einsatz von technologie,5004
Multiple Choice,"[{'Antwort': 'Ein neuer Computerstandard', 'ist richtig': False}, {'Antwort': 'Ein QR-Code ist ein menschlicher Mitarbeiter im IT-Bereich.', 'ist richtig': False}, {'Antwort': 'Ein zweidimensionaler Strichcode zur Speicherung von Informationen', 'ist richtig': True}, {'Antwort': 'Ein Programm zur Videobearbeitung', 'ist richtig': False}]",Was ist ein QR-Code?,Ein zweidimensionaler Strichcode zur Speicherung von Informationen,GERMAN,ChatGPT3.5,Ein neuer Computerstandard Ein QR-Code ist ein menschlicher Mitarbeiter im IT-Bereich. Ein zweidimensionaler Strichcode zur Speicherung von Informationen Ein Programm zur Videobearbeitung,einsatz von technologie,5005
Multiple Choice,"[{'Antwort': 'Mensch-Maschine-Kommunikation (MMK)', 'ist richtig': False}, {'Antwort': 'Computerlinguistik', 'ist richtig': False}, {'Antwort': 'Natürliche Sprachverarbeitung (NLP)', 'ist richtig': True}, {'Antwort': 'Künstliche Intelligenz (KI)', 'ist richtig': False}]","Welcher Begriff beschreibt die Fähigkeit eines Computersystems, menschliche Sprache zu verstehen und darauf zu reagieren?",Natürliche Sprachverarbeitung (NLP),GERMAN,ChatGPT3.5,Mensch-Maschine-Kommunikation (MMK) Computerlinguistik Natürliche Sprachverarbeitung (NLP) Künstliche Intelligenz (KI),einsatz von technologie,5006
Multiple Choice,"[{'Antwort': 'Bereitstellung von IT-Ressourcen über das Intranet', 'ist richtig': False}, {'Antwort': 'Einsatz von Servern ohne Internetverbindung', 'ist richtig': False}, {'Antwort': 'Bereitstellung von IT-Ressourcen über das Internet', 'ist richtig': True}, {'Antwort': 'Verwendung von physischen Speichermedien', 'ist richtig': False}]",Was bedeutet der Begriff 'Cloud Computing'?,Bereitstellung von IT-Ressourcen über das Internet,GERMAN,ChatGPT3.5,Bereitstellung von IT-Ressourcen über das Intranet Einsatz von Servern ohne Internetverbindung Bereitstellung von IT-Ressourcen über das Internet Verwendung von physischen Speichermedien,einsatz von technologie,5007
Multiple Choice,"[{'Antwort': 'AMD', 'ist richtig': False}, {'Antwort': 'Apple', 'ist richtig': False}, {'Antwort': 'IBM', 'ist richtig': False}, {'Antwort': 'Intel', 'ist richtig': True}]",Welches Unternehmen entwickelte den ersten kommerziell erhältlichen Mikroprozessor?,Intel,GERMAN,ChatGPT3.5,AMD Apple IBM Intel,einsatz von technologie,5008
Multiple Choice,"[{'Antwort': 'Ein Fehler in einem neuen Computerspiel', 'ist richtig': False}, {'Antwort': 'Eine Schwachstelle in einem Antivirenprogramm', 'ist richtig': False}, {'Antwort': 'Eine Sicherheitslücke, die von Angreifern ausgenutzt wird, bevor sie bekannt ist', 'ist richtig': True}, {'Antwort': 'Eine Software, die keine Fehler enthält', 'ist richtig': False}]",Was ist ein 'Zero-Day-Exploit'?,"Eine Sicherheitslücke, die von Angreifern ausgenutzt wird, bevor sie bekannt ist",GERMAN,ChatGPT3.5,"Ein Fehler in einem neuen Computerspiel Eine Schwachstelle in einem Antivirenprogramm Eine Sicherheitslücke, die von Angreifern ausgenutzt wird, bevor sie bekannt ist Eine Software, die keine Fehler enthält",einsatz von technologie,5009
Multiple Choice,"[{'Antwort': 'Virtuelle Realität (VR)', 'ist richtig': False}, {'Antwort': 'Augmented Reality (AR)', 'ist richtig': False}, {'Antwort': '3D-Druck', 'ist richtig': True}, {'Antwort': 'Holographie', 'ist richtig': False}]","Welcher Begriff beschreibt die Technologie, die es ermöglicht, Gegenstände aus digitalen 3D-Modellen zu erstellen?",3D-Druck,GERMAN,ChatGPT3.5,Virtuelle Realität (VR) Augmented Reality (AR) 3D-Druck Holographie,einsatz von technologie,5010
Multiple Choice,"[{'Antwort': 'Eine Technik zur Verbesserung der Internetgeschwindigkeit', 'ist richtig': False}, {'Antwort': 'Eine Methode zur sicheren Passwortverwaltung', 'ist richtig': False}, {'Antwort': 'Versuch, sensible Informationen durch Täuschung zu stehlen', 'ist richtig': True}, {'Antwort': 'Eine Methode zur Datenverschlüsselung', 'ist richtig': False}]",Was ist ein 'Phishing-Angriff'?,"Versuch, sensible Informationen durch Täuschung zu stehlen",GERMAN,ChatGPT3.5,"Eine Technik zur Verbesserung der Internetgeschwindigkeit Eine Methode zur sicheren Passwortverwaltung Versuch, sensible Informationen durch Täuschung zu stehlen Eine Methode zur Datenverschlüsselung",einsatz von technologie,5011
Multiple Choice,"[{'Antwort': 'Ein High-End-Smartphone', 'ist richtig': False}, {'Antwort': 'Ein Computerprogramm zur Bildbearbeitung', 'ist richtig': False}, {'Antwort': 'Ein Netzwerk von infizierten Computern, die ferngesteuert werden', 'ist richtig': True}, {'Antwort': 'Ein schnelles Computernetzwerk', 'ist richtig': False}]",Was ist ein 'Botnet'?,"Ein Netzwerk von infizierten Computern, die ferngesteuert werden",GERMAN,ChatGPT3.5,"Ein High-End-Smartphone Ein Computerprogramm zur Bildbearbeitung Ein Netzwerk von infizierten Computern, die ferngesteuert werden Ein schnelles Computernetzwerk",einsatz von technologie,5012
Multiple Choice,"[{'Antwort': 'Eine neue Art von Computerspielen', 'ist richtig': False}, {'Antwort': 'Ein Speichergerät mit hoher Kapazität', 'ist richtig': False}, {'Antwort': 'Große Mengen von Daten, die analysiert werden, um Muster und Trends zu erkennen', 'ist richtig': True}, {'Antwort': 'Ein riesiges soziales Netzwerk', 'ist richtig': False}]",Was ist 'Big Data'?,"Große Mengen von Daten, die analysiert werden, um Muster und Trends zu erkennen",GERMAN,ChatGPT3.5,"Eine neue Art von Computerspielen Ein Speichergerät mit hoher Kapazität Große Mengen von Daten, die analysiert werden, um Muster und Trends zu erkennen Ein riesiges soziales Netzwerk",einsatz von technologie,5013
Multiple Choice,"[{'Antwort': 'WiFi', 'ist richtig': False}, {'Antwort': 'NFC (Near Field Communication)', 'ist richtig': False}, {'Antwort': 'Bluetooth', 'ist richtig': True}, {'Antwort': 'GPS (Global Positioning System)', 'ist richtig': False}]",Welche Technologie ermöglicht drahtlose Kommunikation zwischen Geräten in der Nähe?,Bluetooth,GERMAN,ChatGPT3.5,WiFi NFC (Near Field Communication) Bluetooth GPS (Global Positioning System),einsatz von technologie,5014
Multiple Choice,"[{'Antwort': 'Ein leistungsstarker Computer', 'ist richtig': False}, {'Antwort': 'Eine fortschrittliche Firewall', 'ist richtig': False}, {'Antwort': 'Eine schädliche Software, die sich als nützliche Anwendung tarnt', 'ist richtig': True}, {'Antwort': 'Ein USB-Flash-Laufwerk', 'ist richtig': False}]",Was ist ein 'Trojanisches Pferd' in Bezug auf Computer?,"Eine schädliche Software, die sich als nützliche Anwendung tarnt",GERMAN,ChatGPT3.5,"Ein leistungsstarker Computer Eine fortschrittliche Firewall Eine schädliche Software, die sich als nützliche Anwendung tarnt Ein USB-Flash-Laufwerk",einsatz von technologie,5015
Multiple Choice,"[{'Antwort': 'Nokia', 'ist richtig': False}, {'Antwort': 'Apple', 'ist richtig': False}, {'Antwort': 'Samsung', 'ist richtig': False}, {'Antwort': 'Motorola', 'ist richtig': True}]",Welches Unternehmen entwickelte das erste kommerzielle Mobiltelefon?,Motorola,GERMAN,ChatGPT3.5,Nokia Apple Samsung Motorola,einsatz von technologie,5016
Multiple Choice,"[{'Antwort': 'Eine kostenpflichtige Software', 'ist richtig': False}, {'Antwort': 'Software, die auf älteren Computern nicht funktioniert', 'ist richtig': False}, {'Antwort': 'Software, deren Quellcode für jedermann zugänglich und modifizierbar ist', 'ist richtig': True}, {'Antwort': 'Eine spezielle Art von Grafikdesign-Software', 'ist richtig': False}]",Was ist 'Open Source' Software?,"Software, deren Quellcode für jedermann zugänglich und modifizierbar ist",GERMAN,ChatGPT3.5,"Eine kostenpflichtige Software Software, die auf älteren Computern nicht funktioniert Software, deren Quellcode für jedermann zugänglich und modifizierbar ist Eine spezielle Art von Grafikdesign-Software",einsatz von technologie,5017
Multiple Choice,"[{'Antwort': 'Eine neue Art von Verschlüsselung', 'ist richtig': False}, {'Antwort': 'Eine Methode zur Identifikation von Viren', 'ist richtig': False}, {'Antwort': 'Eine dezentrale und unveränderliche Datenbanktechnologie', 'ist richtig': True}, {'Antwort': 'Eine Methode zur Datenkompression', 'ist richtig': False}]",Was versteht man unter 'Blockchain'?,Eine dezentrale und unveränderliche Datenbanktechnologie,GERMAN,ChatGPT3.5,Eine neue Art von Verschlüsselung Eine Methode zur Identifikation von Viren Eine dezentrale und unveränderliche Datenbanktechnologie Eine Methode zur Datenkompression,einsatz von technologie,5018
Multiple Choice,"[{'Antwort': 'Intelligentes Büro', 'ist richtig': False}, {'Antwort': 'Automatisches Geschäft', 'ist richtig': False}, {'Antwort': 'Smart Home', 'ist richtig': True}, {'Antwort': 'IoT-Steuerung', 'ist richtig': False}]",Welcher Begriff beschreibt die automatische Steuerung von Haushaltsgeräten und anderen Geräten im Internet der Dinge (IoT)?,Smart Home,GERMAN,ChatGPT3.5,Intelligentes Büro Automatisches Geschäft Smart Home IoT-Steuerung,einsatz von technologie,5019
Multiple Choice,"[{'Antwort': 'Passwortüberprüfung', 'ist richtig': False}, {'Antwort': 'Kryptographische Verschlüsselung', 'ist richtig': False}, {'Antwort': 'Biometrische Authentifizierung', 'ist richtig': True}, {'Antwort': 'Zwei-Faktor-Authentifizierung', 'ist richtig': False}]",Welcher Begriff beschreibt die Verwendung von biometrischen Merkmalen wie Fingerabdrücken oder Gesichtserkennung zur Identifikation von Personen?,Biometrische Authentifizierung,GERMAN,ChatGPT3.5,Passwortüberprüfung Kryptographische Verschlüsselung Biometrische Authentifizierung Zwei-Faktor-Authentifizierung,einsatz von technologie,5020
Multiple Choice,"[{'Antwort': 'Die Fähigkeit, in verschiedenen Ländern zu arbeiten', 'ist richtig': False}, {'Antwort': 'Die Fähigkeit, effektiv mit Menschen aus verschiedenen kulturellen Hintergründen zu interagieren und zu kommunizieren', 'ist richtig': True}, {'Antwort': 'Die Fähigkeit, in verschiedenen Sprachen zu kommunizieren', 'ist richtig': False}, {'Antwort': 'Die Fähigkeit, in verschiedenen Kulturen zu leben', 'ist richtig': False}]",Was versteht man unter interkulturellen Fähigkeiten?,"Die richtige Antwort ist: Die Fähigkeit, effektiv mit Menschen aus verschiedenen kulturellen Hintergründen zu interagieren und zu kommunizieren.",GERMAN,ChatGPT3.5,"Die Fähigkeit, in verschiedenen Ländern zu arbeiten Die Fähigkeit, effektiv mit Menschen aus verschiedenen kulturellen Hintergründen zu interagieren und zu kommunizieren Die Fähigkeit, in verschiedenen Sprachen zu kommunizieren Die Fähigkeit, in verschiedenen Kulturen zu leben",interkulturelle fähigkeiten,5021
Multiple Choice,"[{'Antwort': 'Eindeutige Kommunikation', 'ist richtig': False}, {'Antwort': 'Offene Kommunikation', 'ist richtig': False}, {'Antwort': 'Unterschiedliche kulturelle Normen, Werte und Kommunikationsstile', 'ist richtig': True}, {'Antwort': 'Gleiche kulturelle Normen', 'ist richtig': False}]",Was kann zu Missverständnissen in der interkulturellen Kommunikation führen?,"Die richtige Antwort ist: Unterschiedliche kulturelle Normen, Werte und Kommunikationsstile.",GERMAN,ChatGPT3.5,"Eindeutige Kommunikation Offene Kommunikation Unterschiedliche kulturelle Normen, Werte und Kommunikationsstile Gleiche kulturelle Normen",interkulturelle fähigkeiten,5022
Multiple Choice,"[{'Antwort': 'Kulturelle Sensibilität ist nicht wichtig', 'ist richtig': False}, {'Antwort': 'Kulturelle Sensibilität fördert Konflikte', 'ist richtig': False}, {'Antwort': 'Kulturelle Sensibilität ermöglicht es, die Perspektiven und Bedürfnisse von Menschen aus verschiedenen Kulturen besser zu verstehen und anzuerkennen', 'ist richtig': True}, {'Antwort': 'Kulturelle Sensibilität verhindert interkulturelle Kommunikation', 'ist richtig': False}]",Warum ist kulturelle Sensibilität wichtig in der interkulturellen Kommunikation?,"Die richtige Antwort ist: Kulturelle Sensibilität ermöglicht es, die Perspektiven und Bedürfnisse von Menschen aus verschiedenen Kulturen besser zu verstehen und anzuerkennen.",GERMAN,ChatGPT3.5,"Kulturelle Sensibilität ist nicht wichtig Kulturelle Sensibilität fördert Konflikte Kulturelle Sensibilität ermöglicht es, die Perspektiven und Bedürfnisse von Menschen aus verschiedenen Kulturen besser zu verstehen und anzuerkennen Kulturelle Sensibilität verhindert interkulturelle Kommunikation",interkulturelle fähigkeiten,5023
Multiple Choice,"[{'Antwort': 'Durch Ignorieren kultureller Unterschiede', 'ist richtig': False}, {'Antwort': 'Durch die Betonung der eigenen Kultur', 'ist richtig': False}, {'Antwort': 'Durch kulturelle Schulungen, interkulturelle Erfahrungen und das Studium kultureller Unterschiede', 'ist richtig': True}, {'Antwort': 'Durch die Ablehnung interkultureller Kommunikation', 'ist richtig': False}]",Wie kann man interkulturelle Kompetenz entwickeln?,"Die richtige Antwort ist: Durch kulturelle Schulungen, interkulturelle Erfahrungen und das Studium kultureller Unterschiede.",GERMAN,ChatGPT3.5,"Durch Ignorieren kultureller Unterschiede Durch die Betonung der eigenen Kultur Durch kulturelle Schulungen, interkulturelle Erfahrungen und das Studium kultureller Unterschiede Durch die Ablehnung interkultureller Kommunikation",interkulturelle fähigkeiten,5024
Multiple Choice,"[{'Antwort': 'Die Ablehnung aller kulturellen Normen', 'ist richtig': False}, {'Antwort': 'Die Anerkennung, dass es universell richtige kulturelle Normen gibt', 'ist richtig': False}, {'Antwort': 'Die Anerkennung, dass es keine universell richtigen oder falschen kulturellen Normen gibt, sondern dass diese von Kultur zu Kultur unterschiedlich sein können', 'ist richtig': True}, {'Antwort': 'Die Überlegenheit einer Kultur über alle anderen', 'ist richtig': False}]",Was ist kultureller Relativismus?,"Die richtige Antwort ist: Die Anerkennung, dass es keine universell richtigen oder falschen kulturellen Normen gibt, sondern dass diese von Kultur zu Kultur unterschiedlich sein können.",GERMAN,ChatGPT3.5,"Die Ablehnung aller kulturellen Normen Die Anerkennung, dass es universell richtige kulturelle Normen gibt Die Anerkennung, dass es keine universell richtigen oder falschen kulturellen Normen gibt, sondern dass diese von Kultur zu Kultur unterschiedlich sein können Die Überlegenheit einer Kultur über alle anderen",interkulturelle fähigkeiten,5025
Multiple Choice,"[{'Antwort': 'Empathie ist nicht wichtig', 'ist richtig': False}, {'Antwort': 'Empathie führt zu Missverständnissen', 'ist richtig': False}, {'Antwort': 'Empathie ermöglicht es, sich in die Lage anderer Menschen zu versetzen und ihre Perspektiven zu verstehen', 'ist richtig': True}, {'Antwort': 'Empathie behindert die Kommunikation', 'ist richtig': False}]",Warum ist Empathie wichtig in der interkulturellen Kommunikation?,"Die richtige Antwort ist: Empathie ermöglicht es, sich in die Lage anderer Menschen zu versetzen und ihre Perspektiven zu verstehen.",GERMAN,ChatGPT3.5,"Empathie ist nicht wichtig Empathie führt zu Missverständnissen Empathie ermöglicht es, sich in die Lage anderer Menschen zu versetzen und ihre Perspektiven zu verstehen Empathie behindert die Kommunikation",interkulturelle fähigkeiten,5026
Multiple Choice,"[{'Antwort': 'Stereotypen sind immer korrekt', 'ist richtig': False}, {'Antwort': 'Stereotypen sind in der interkulturellen Kommunikation unbedeutend', 'ist richtig': False}, {'Antwort': 'Stereotypen können zu Vorurteilen und Missverständnissen führen und sollten vermieden werden', 'ist richtig': True}, {'Antwort': 'Stereotypen sind notwendig für interkulturelle Kommunikation', 'ist richtig': False}]",Welche Rolle spielen Stereotypen in der interkulturellen Kommunikation?,Die richtige Antwort ist: Stereotypen können zu Vorurteilen und Missverständnissen führen und sollten vermieden werden.,GERMAN,ChatGPT3.5,Stereotypen sind immer korrekt Stereotypen sind in der interkulturellen Kommunikation unbedeutend Stereotypen können zu Vorurteilen und Missverständnissen führen und sollten vermieden werden Stereotypen sind notwendig für interkulturelle Kommunikation,interkulturelle fähigkeiten,5027
Multiple Choice,"[{'Antwort': 'Die Fähigkeit, eine Kultur zu dominieren', 'ist richtig': False}, {'Antwort': 'Die Fähigkeit, kulturelle Unterschiede zu ignorieren', 'ist richtig': False}, {'Antwort': 'Die Fähigkeit, effektiv in verschiedenen kulturellen Umgebungen zu navigieren und sich anzupassen', 'ist richtig': True}, {'Antwort': 'Die Fähigkeit, nur in der eigenen Kultur zu agieren', 'ist richtig': False}]",Was ist kulturelle Intelligenz?,"Die richtige Antwort ist: Die Fähigkeit, effektiv in verschiedenen kulturellen Umgebungen zu navigieren und sich anzupassen.",GERMAN,ChatGPT3.5,"Die Fähigkeit, eine Kultur zu dominieren Die Fähigkeit, kulturelle Unterschiede zu ignorieren Die Fähigkeit, effektiv in verschiedenen kulturellen Umgebungen zu navigieren und sich anzupassen Die Fähigkeit, nur in der eigenen Kultur zu agieren",interkulturelle fähigkeiten,5028
Multiple Choice,"[{'Antwort': 'Die Anerkennung kultureller Vielfalt', 'ist richtig': False}, {'Antwort': 'Die Neigung, die eigene Kultur als überlegen gegenüber anderen zu betrachten und andere Kulturen abzulehnen oder zu bewerten', 'ist richtig': True}, {'Antwort': 'Die Fähigkeit, zwischen verschiedenen Kulturen zu wechseln', 'ist richtig': False}, {'Antwort': 'Die Akzeptanz aller kulturellen Normen', 'ist richtig': False}]",Was ist Ethnozentrismus?,"Die richtige Antwort ist: Die Neigung, die eigene Kultur als überlegen gegenüber anderen zu betrachten und andere Kulturen abzulehnen oder zu bewerten.",GERMAN,ChatGPT3.5,"Die Anerkennung kultureller Vielfalt Die Neigung, die eigene Kultur als überlegen gegenüber anderen zu betrachten und andere Kulturen abzulehnen oder zu bewerten Die Fähigkeit, zwischen verschiedenen Kulturen zu wechseln Die Akzeptanz aller kulturellen Normen",interkulturelle fähigkeiten,5029
